Area_SqFt,Bedrooms,Bathrooms,Location,Year_Built,Parking,Floors,Amenities,Price
7419.0,6,5.0,Uptown,1960.0,No,4,Standard,149714888.22437695
3637.0,2,2.0,Rural,1998.0,Yes,3,Basic,73306057.94206546
5182.0,1,1.5,Downtown,2002.0,Yes,2,Luxury,114932632.50301138
7937.0,4,3.0,Suburbs,2008.0,Yes,3,Standard,149358669.12847248
1138.0,6,5.0,Uptown,1965.0,Yes,1,Basic,61205765.02985392
1625.0,3,2.0,Waterfront,1989.0,No,1,Standard,68231871.41282755
5589.0,5,5.0,Suburbs,1978.0,Yes,2,Luxury,124968831.4576369
4163.0,2,2.5,Downtown,1966.0,Yes,3,Basic,88482290.01629645
5949.0,3,3.0,Suburbs,1999.0,No,2,Basic,112160950.47609094
6111.0,3,3.5,Uptown,2012.0,Yes,3,Standard,125141581.32584623
3887.0,1,1.0,Waterfront,2025.0,No,4,Basic,96956875.28091288
2420.0,6,5.0,Rural,1972.0,No,1,Luxury,74481223.4917439
1508.0,5,4.0,Waterfront,1992.0,Yes,3,Standard,84583463.0664903
7480.0,1,1.0,Suburbs,2025.0,Yes,1,Basic,124532187.2452682
3136.0,1,1.5,Suburbs,1961.0,Yes,3,Standard,65380788.19796968
1473.0,5,5.0,Suburbs,1975.0,Yes,1,Basic,58030906.30848329
2543.0,3,3.5,Downtown,2003.0,Yes,1,Standard,79142190.1959313
627.0,5,5.0,Uptown,1961.0,No,2,,58508289.71543007
4542.0,3,3.5,Uptown,2023.0,Yes,1,Basic,100798940.53093673
4343.0,4,4.5,Rural,1966.0,Yes,3,Basic,86342185.2650209
4606.0,1,1.0,Rural,1972.0,Yes,3,Basic,74165101.57287227
2338.0,3,2.0,Downtown,1970.0,Yes,2,Standard,69548570.99959287
4996.0,3,3.0,Downtown,2006.0,Yes,2,Basic,114129377.61496423
2316.0,2,3.0,Downtown,2024.0,Yes,2,Basic,74623542.73513591
2029.0,5,5.0,Downtown,,Yes,4,Standard,84445118.64571545
1430.0,1,1.0,Uptown,1956.0,Yes,4,Luxury,53278697.18586565
,2,1.5,Suburbs,2000.0,Yes,1,Luxury,82380206.05914204
5853.0,5,5.0,Downtown,1984.0,Yes,4,Standard,140636042.3893523
4354.0,4,3.0,Rural,2019.0,No,2,Standard,89799392.40719953
7753.0,1,1.0,Suburbs,1950.0,No,3,Standard,124052199.22763765
7091.0,2,1.0,Uptown,2024.0,Yes,4,Standard,132262029.20964421
2480.0,1,1.0,Suburbs,1968.0,Yes,4,Basic,54605860.03281297
5575.0,5,4.5,Downtown,2026.0,No,1,Luxury,136625376.5861066
3446.0,4,4.5,Rural,1973.0,Yes,1,Standard,74177089.219172
4413.0,6,5.0,Downtown,1994.0,Yes,2,Basic,111984475.64608848
7895.0,4,4.0,Suburbs,1952.0,No,3,Basic,137420592.05381802
1026.0,6,5.0,Downtown,1988.0,Yes,2,Standard,67567607.17717272
6065.0,6,5.0,Rural,1953.0,Yes,3,Luxury,125986304.25244942
5517.0,6,5.0,Uptown,2026.0,Yes,2,Basic,127037069.6401057
2778.0,2,2.0,Downtown,2022.0,Yes,1,Standard,77863949.25763166
2566.0,3,3.0,Suburbs,1999.0,Yes,3,Standard,72846289.3376218
7556.0,4,4.0,Suburbs,1979.0,No,3,Basic,133877487.20522037
6497.0,3,2.0,Uptown,1979.0,Yes,1,Standard,119459746.6148552
2087.0,4,3.0,Suburbs,1971.0,Yes,3,Basic,63612271.01625863
6920.0,4,3.0,Rural,1995.0,Yes,1,Basic,117570976.05724514
2509.0,6,5.0,Uptown,1954.0,No,3,Basic,76038911.664275
3874.0,4,3.5,Suburbs,1968.0,Yes,1,Standard,85662940.76697691
4474.0,5,4.0,Suburbs,2003.0,Yes,4,Basic,104567826.04179856
2544.0,1,1.0,Suburbs,1985.0,Yes,1,Standard,54374674.78920975
3330.0,2,3.0,Suburbs,1960.0,Yes,4,Luxury,81163246.0380357
6950.0,5,4.5,Suburbs,1967.0,Yes,2,Luxury,141051023.8835514
6835.0,5,5.0,Downtown,1984.0,Yes,4,Basic,151823407.5991592
5605.0,2,3.0,Downtown,2020.0,Yes,4,Standard,126384694.1074664
6157.0,4,4.0,Suburbs,2025.0,Yes,2,Luxury,133478850.415226
3306.0,3,3.0,Rural,1995.0,No,3,Luxury,78823185.67721157
3268.0,5,5.0,Rural,1952.0,Yes,2,Basic,72939621.53800698
3396.0,5,5.0,Downtown,1959.0,Yes,4,Basic,95865777.1028202
4426.0,1,1.0,Suburbs,1961.0,Yes,2,Standard,77488819.94783401
2067.0,5,4.0,Downtown,1995.0,Yes,3,Standard,77542622.85929646
2042.0,1,2.0,Rural,2017.0,Yes,4,Standard,52150875.16320665
6793.0,1,1.0,Suburbs,2006.0,Yes,4,Standard,117274570.6754558
6957.0,6,5.0,Rural,2021.0,No,1,Standard,131892502.91842817
6402.0,5,4.5,Suburbs,1968.0,Yes,2,Standard,127085138.99887757
1435.0,2,1.5,Downtown,1976.0,Yes,2,Standard,55326671.1833565
1399.0,2,2.0,Rural,1999.0,Yes,2,Standard,42114042.51708102
1953.0,6,5.0,Suburbs,1962.0,Yes,1,Standard,68053522.9395278
3583.0,6,5.0,Downtown,1989.0,Yes,3,,103542784.92124844
2566.0,6,5.0,Suburbs,1977.0,No,2,Standard,77541604.18800522
3157.0,5,5.0,Uptown,1976.0,Yes,4,Basic,91119178.97329617
,5,5.0,Downtown,2021.0,Yes,2,Standard,133026887.21092598
917.0,2,2.0,Rural,1950.0,Yes,3,Basic,30065411.53515402
1114.0,1,1.0,Rural,1965.0,Yes,1,Basic,27020971.971992016
4246.0,4,4.5,Downtown,1988.0,Yes,4,Basic,105972322.78891537
7394.0,4,3.0,Rural,1950.0,No,4,Basic,123283850.75935526
7784.0,4,3.5,Suburbs,2002.0,No,3,Basic,144492641.89696762
3683.0,4,3.5,Rural,1963.0,Yes,4,Basic,79605765.0713575
7683.0,3,3.0,Uptown,1983.0,Yes,4,Standard,144483216.00008434
2562.0,5,4.5,Uptown,2022.0,Yes,1,Luxury,90663023.91764872
5516.0,4,4.0,Uptown,1983.0,No,3,Standard,116338270.55839908
7654.0,3,3.5,Rural,1984.0,Yes,1,Basic,126347473.68052693
1386.0,4,4.5,Waterfront,1999.0,Yes,1,Basic,76764400.52340023
1330.0,4,3.5,Suburbs,1955.0,Yes,4,Basic,51973046.671887904
7404.0,6,5.0,Suburbs,1997.0,Yes,1,Luxury,149370055.51449648
4583.0,2,2.5,Downtown,2014.0,No,3,Standard,102831951.53879099
904.0,2,1.5,Suburbs,1976.0,No,2,Standard,34794440.600111485
4505.0,4,3.0,Uptown,1969.0,Yes,1,Basic,94851953.25383975
5933.0,2,1.5,Downtown,1988.0,Yes,1,Basic,115406215.84649104
5995.0,3,3.5,Rural,1994.0,No,1,Luxury,114975699.13397744
4227.0,6,5.0,Downtown,1993.0,No,2,Standard,109098242.72655267
1942.0,6,5.0,Downtown,2025.0,Yes,2,Basic,80529190.66749091
3456.0,6,5.0,Uptown,1986.0,Yes,4,Standard,99459866.55951089
2514.0,3,2.5,Suburbs,2001.0,Yes,1,Basic,62514303.98135394
3903.0,3,2.5,Downtown,2016.0,Yes,4,Standard,96005055.93201445
1186.0,2,2.0,Downtown,1982.0,Yes,4,Luxury,64045482.95760446
3027.0,5,4.5,Rural,2002.0,Yes,2,Standard,80402058.45655112
5547.0,1,1.0,Suburbs,1959.0,Yes,2,Standard,92751764.73150352
6306.0,6,5.0,Suburbs,1952.0,Yes,2,Standard,124680224.04628316
7301.0,4,3.5,Suburbs,1995.0,No,2,Standard,136826674.3239706
760.0,3,3.0,Suburbs,1952.0,Yes,3,Standard,42069865.88633613
4137.0,6,5.0,Uptown,1999.0,Yes,3,Basic,104587971.78578989
1728.0,6,5.0,Rural,1960.0,Yes,2,Luxury,65417785.62855773
3619.0,1,1.0,Waterfront,1987.0,Yes,3,Luxury,114630923.55256328
3728.0,3,3.0,Downtown,1988.0,Yes,1,Standard,90358974.39182967
967.0,2,2.5,Uptown,2015.0,Yes,3,Basic,51957782.82740687
1514.0,4,4.0,Suburbs,1967.0,Yes,4,Basic,58229403.92824617
3024.0,4,3.0,Suburbs,1950.0,Yes,2,Basic,68098310.00314566
7583.0,2,2.0,Downtown,1989.0,Yes,3,Luxury,157190693.73876032
4699.0,1,1.5,Rural,1962.0,No,1,Basic,72838381.766616
3039.0,2,2.0,Rural,2009.0,Yes,3,Luxury,74130639.9501595
4913.0,4,4.5,Suburbs,1980.0,Yes,3,Basic,106018721.6970906
1489.0,2,2.0,Downtown,1956.0,Yes,2,Luxury,60980424.0196583
2031.0,1,1.0,Waterfront,2014.0,Yes,2,Standard,74274612.71427599
1429.0,3,2.5,Uptown,2021.0,Yes,3,Standard,62814271.85243538
7393.0,4,4.0,Uptown,1966.0,No,2,Standard,134553446.91025457
1785.0,1,1.5,Downtown,1989.0,Yes,4,Basic,56776677.4632563
5725.0,4,3.0,Suburbs,1983.0,Yes,1,Luxury,117825543.77616987
1714.0,5,4.5,Rural,1999.0,Yes,4,Standard,67321080.53313287
7441.0,3,2.0,Suburbs,2008.0,No,1,Basic,126669822.49479951
,6,5.0,Suburbs,1969.0,Yes,4,Standard,110637978.70186368
2613.0,1,1.0,Suburbs,1974.0,Yes,1,Basic,53727068.85484515
3389.0,4,4.0,Downtown,2026.0,Yes,4,Standard,98656325.31520131
3993.0,6,5.0,Downtown,2005.0,Yes,1,Basic,106991751.92003949
2085.0,5,5.0,Uptown,1967.0,No,1,Basic,67697809.4325414
7315.0,1,1.0,Suburbs,2001.0,No,2,Basic,118979104.97634096
3652.0,3,3.0,Suburbs,1962.0,Yes,1,Standard,79878197.6133027
1433.0,3,3.5,Downtown,1960.0,No,4,Standard,62603427.39707443
6642.0,5,5.0,Downtown,1966.0,Yes,2,Standard,149163760.9320026
5963.0,5,5.0,Uptown,2018.0,No,1,Basic,125428028.87370765
7088.0,2,2.5,Waterfront,1962.0,No,3,Standard,153053326.41789484
6931.0,6,5.0,Rural,2011.0,Yes,4,Basic,135661274.96884173
1192.0,2,2.0,Suburbs,1982.0,No,3,Basic,40974580.66580161
6485.0,2,2.0,Downtown,1957.0,Yes,2,Basic,126047523.19886105
3821.0,2,2.0,Rural,1954.0,Yes,2,Basic,62935212.09013197
1074.0,2,2.0,Suburbs,2026.0,Yes,1,Basic,43615090.71560029
6085.0,5,4.0,Rural,2014.0,No,3,Standard,120557325.01349571
1385.0,4,4.0,Uptown,2019.0,No,1,Basic,60072435.00673514
5048.0,6,5.0,Uptown,1990.0,Yes,4,Basic,120618528.31974365
4487.0,1,1.0,Downtown,2005.0,Yes,1,Standard,93824376.5864671
7845.0,2,2.0,Rural,1957.0,No,3,Standard,125774749.73662554
782.0,2,2.0,Downtown,1977.0,Yes,2,Luxury,51431920.96594725
6939.0,6,5.0,Uptown,1961.0,No,1,Standard,134963809.67002708
1132.0,6,5.0,Waterfront,1953.0,Yes,2,Luxury,97881600.4086338
2630.0,2,1.5,Suburbs,2005.0,Yes,3,Standard,67794478.60448389
4260.0,4,4.0,Suburbs,2012.0,No,3,Basic,96192030.4953414
4376.0,4,4.0,Uptown,1956.0,Yes,4,Basic,97166945.33774254
1275.0,1,1.0,Waterfront,2020.0,Yes,2,Standard,65264994.98927269
7197.0,4,4.5,Downtown,1957.0,Yes,3,Basic,150296308.10928363
1075.0,5,4.0,Suburbs,2002.0,Yes,3,Basic,58973028.1464173
3171.0,3,2.0,Suburbs,2000.0,Yes,4,Standard,78760981.21636048
3835.0,5,5.0,Uptown,1958.0,Yes,3,Luxury,103607882.55515745
,3,3.0,Uptown,1998.0,No,1,Standard,125572315.8796428
2574.0,4,3.0,Suburbs,1993.0,Yes,4,Standard,77567465.72186854
1317.0,2,2.5,Suburbs,1994.0,No,3,Basic,46552510.13654111
7845.0,3,3.0,Downtown,1988.0,Yes,3,Standard,160827238.71498328
7870.0,1,1.0,Rural,1985.0,No,4,Standard,122748009.26877193
981.0,1,1.0,Suburbs,2005.0,Yes,3,Standard,41548153.872610845
7232.0,5,4.5,Rural,2011.0,No,3,Standard,134018489.14496613
2924.0,3,2.0,Downtown,2018.0,Yes,1,Basic,77874868.58099602
3286.0,3,3.5,Downtown,2010.0,Yes,1,Standard,87980928.12240183
1254.0,3,3.0,Rural,2015.0,No,1,Standard,46252591.45530437
3366.0,3,3.5,Suburbs,1956.0,Yes,4,Basic,77075106.07990223
3450.0,6,5.0,Suburbs,1998.0,Yes,2,Basic,94268577.29435745
7209.0,1,1.0,Downtown,2004.0,No,1,Basic,136103468.70726132
4614.0,4,5.0,Rural,2025.0,No,1,Luxury,105186960.79390423
7961.0,3,4.0,Uptown,1985.0,Yes,4,Basic,145746357.04087463
706.0,4,3.0,Rural,2021.0,No,3,Luxury,51417973.64240273
5908.0,5,5.0,Downtown,1962.0,Yes,3,Basic,131647383.75198074
2448.0,2,2.0,Downtown,1986.0,Yes,4,Luxury,80988804.04983522
4896.0,1,1.5,Suburbs,2007.0,Yes,1,Standard,91912174.53081185
4211.0,6,5.0,Suburbs,1954.0,Yes,3,Basic,98786988.90286434
3161.0,5,5.0,Suburbs,1975.0,No,3,Standard,83006343.26667708
4110.0,3,3.0,Waterfront,2022.0,No,1,Luxury,128153125.94971405
1056.0,3,2.5,Downtown,1961.0,Yes,2,Basic,47942471.4216862
7983.0,4,4.0,Uptown,2019.0,Yes,3,Luxury,161095918.43233648
3781.0,2,2.5,Suburbs,1964.0,No,4,Luxury,86789192.81639396
3848.0,5,5.0,Downtown,2009.0,Yes,2,Standard,106164335.16649874
1217.0,5,5.0,Waterfront,2013.0,No,1,Basic,76717118.4550259
2375.0,2,1.5,Suburbs,1982.0,Yes,2,Basic,56523061.02904815
7505.0,5,5.0,Downtown,1967.0,Yes,3,Luxury,170894795.0020295
2533.0,1,1.5,Uptown,,Yes,1,Standard,65249032.04182905
5874.0,4,4.0,Downtown,1956.0,Yes,2,Basic,127050388.43995325
1812.0,1,1.5,Suburbs,2014.0,No,3,Basic,51274831.40631184
5711.0,4,4.0,Uptown,2008.0,Yes,3,Standard,125421579.05596945
4970.0,2,2.0,Downtown,2019.0,Yes,1,Basic,106872057.6002673
4030.0,6,5.0,Uptown,2022.0,Yes,2,Standard,111532348.07901311
5587.0,2,2.0,Downtown,2017.0,Yes,2,Standard,120894677.38519716
5979.0,4,5.0,Downtown,1955.0,Yes,3,Standard,134945723.94056076
7110.0,1,1.0,Downtown,1982.0,No,4,Standard,138352324.97194588
3006.0,6,5.0,Suburbs,1970.0,Yes,3,Basic,83305239.33060472
6599.0,4,4.5,Rural,2013.0,No,4,Basic,123337195.63757682
988.0,3,3.5,Downtown,1978.0,Yes,3,Standard,57769166.86044286
1855.0,4,4.0,Suburbs,1976.0,No,3,Standard,62582695.59847574
1656.0,3,3.0,Suburbs,1968.0,Yes,4,Basic,57608959.422345676
7670.0,5,4.0,Suburbs,1998.0,Yes,1,Standard,143257677.36619455
4148.0,4,4.5,Uptown,1977.0,Yes,1,Standard,95798950.7548801
7522.0,1,1.0,Rural,1976.0,Yes,3,Standard,116530300.21355845
5748.0,6,5.0,Downtown,2021.0,No,4,Standard,143733420.8750066
4505.0,5,5.0,Suburbs,1957.0,No,3,Basic,100327974.19381785
5977.0,6,5.0,Downtown,1988.0,Yes,4,Basic,140145493.4253086
1213.0,3,2.5,Suburbs,,Yes,3,Standard,45779204.20335302
6528.0,1,1.5,Suburbs,1979.0,No,1,Basic,102510784.12622927
977.0,4,4.0,Uptown,1957.0,Yes,1,Basic,48937744.99106557
5945.0,6,5.0,Uptown,1999.0,Yes,3,Basic,130634724.44678104
7842.0,1,1.0,Suburbs,1965.0,No,4,Basic,124486121.74508879
6597.0,5,5.0,Uptown,1969.0,No,4,Basic,131894784.80939366
2620.0,1,1.0,Suburbs,1954.0,No,1,Luxury,60864223.61146256
4023.0,6,5.0,Uptown,1971.0,Yes,2,Basic,99030639.1562478
350.0,3,4.0,Downtown,2009.0,Yes,1,Basic,224000000.0
4667.0,3,3.0,Uptown,1957.0,No,3,Basic,93555873.807801
970.0,6,5.0,Downtown,1977.0,Yes,1,Standard,66572534.08447079
4075.0,1,2.0,Rural,1993.0,Yes,1,Standard,75808830.96663804
7834.0,5,4.0,Waterfront,2010.0,Yes,2,Basic,178674138.7271545
6484.0,6,5.0,Suburbs,1967.0,No,3,Standard,130211985.12267968
4458.0,3,3.5,Rural,1978.0,Yes,4,Basic,88281005.79307331
2110.0,6,5.0,Suburbs,1977.0,Yes,2,Standard,72641148.25226119
,3,2.0,Downtown,1952.0,Yes,2,Luxury,53673554.978678666
6497.0,4,4.0,Suburbs,2009.0,No,2,Standard,128550993.04791765
6602.0,3,4.0,Uptown,2009.0,Yes,1,Luxury,138001815.83484843
661.0,1,1.0,Suburbs,1981.0,Yes,1,Standard,32085461.20873451
3447.0,5,5.0,Downtown,1951.0,Yes,2,Basic,89593600.16970792
4000.0,6,5.0,Waterfront,2008.0,Yes,3,Standard,122215622.90594846
4508.0,5,5.0,Suburbs,1986.0,No,4,Basic,101168653.55010334
2016.0,5,5.0,Rural,2003.0,Yes,1,Basic,60022457.98696921
5290.0,1,1.0,Suburbs,1954.0,No,1,Standard,88192952.95921655
6378.0,5,4.0,Rural,2006.0,Yes,2,Standard,120611432.6584222
750.0,5,5.0,Downtown,1982.0,Yes,2,Standard,60250272.30230053
2533.0,1,1.5,Waterfront,1980.0,No,1,Basic,71098766.54864742
5700.0,2,1.0,Rural,2019.0,Yes,4,Standard,103608958.56145015
7436.0,3,3.0,Downtown,1977.0,Yes,2,Basic,147552933.89873517
5649.0,4,5.0,Rural,2008.0,Yes,4,Standard,116314973.66146214
7346.0,3,3.0,Uptown,2005.0,Yes,3,Basic,137539642.3184435
6556.0,4,4.5,Uptown,2015.0,No,4,Basic,134801233.02348733
3064.0,1,1.0,Waterfront,1981.0,Yes,2,Luxury,100729105.82248032
1682.0,4,3.0,Suburbs,1968.0,Yes,3,Standard,61665364.15250717
4993.0,1,1.0,Rural,1978.0,Yes,3,Luxury,91159789.91097666
3458.0,1,1.5,Suburbs,2002.0,No,2,Basic,68324918.5405396
5679.0,1,2.0,Rural,2014.0,No,2,Basic,93717072.52224542
7126.0,6,5.0,Rural,1969.0,No,3,Basic,128232401.31408688
2031.0,3,2.5,Rural,1968.0,No,2,Basic,49156427.12602836
1376.0,6,5.0,Downtown,1987.0,Yes,3,Basic,71415042.79453424
7373.0,3,2.5,Suburbs,1957.0,Yes,4,Luxury,134153243.22408697
2743.0,5,5.0,Uptown,2021.0,No,1,Standard,87187496.96734875
510.0,3,3.5,Waterfront,2021.0,Yes,3,Standard,69318897.37612778
5632.0,5,5.0,Suburbs,2020.0,Yes,2,Basic,122517891.28835945
3024.0,2,2.0,Downtown,2008.0,Yes,2,Basic,77791299.44351622
4197.0,3,2.5,Suburbs,1995.0,Yes,2,Basic,88817882.8615302
2540.0,4,4.0,Downtown,1950.0,Yes,2,Luxury,81945070.71125636
6119.0,5,5.0,Downtown,2024.0,Yes,4,Basic,146545471.3888451
5392.0,6,5.0,Rural,1993.0,Yes,2,Standard,110634546.40717044
7592.0,1,1.5,Suburbs,1980.0,No,1,Basic,121411334.40226373
527.0,6,5.0,Rural,1964.0,Yes,1,Basic,41856433.784609064
4308.0,4,4.0,Suburbs,1968.0,Yes,3,Luxury,102649808.68577026
2498.0,3,3.0,Waterfront,2002.0,No,3,Standard,88764536.16467126
1516.0,1,1.0,Suburbs,1965.0,No,1,Luxury,45980507.024714045
7524.0,3,3.0,Uptown,1987.0,Yes,4,Basic,136483287.85359907
802.0,6,5.0,Downtown,2023.0,No,2,Luxury,74696626.23274216
4620.0,5,5.0,Waterfront,1958.0,No,3,Standard,121649665.1900247
4727.0,6,5.0,Waterfront,2021.0,Yes,1,Basic,129282640.61891654
4340.0,3,3.0,Downtown,2021.0,Yes,1,Basic,102342305.13347542
6283.0,3,2.5,Rural,1994.0,Yes,1,Basic,108715940.786955
1804.0,1,1.5,Uptown,1970.0,Yes,2,Standard,50527926.59258443
6107.0,2,2.5,Waterfront,1965.0,No,4,Standard,135042338.53829598
6102.0,4,3.5,Suburbs,1961.0,Yes,4,Standard,121733540.09283864
7052.0,4,3.5,Uptown,1992.0,Yes,1,Luxury,142525406.6255847
1185.0,2,1.5,Rural,1961.0,Yes,1,Standard,35600825.13880551
6916.0,6,5.0,Suburbs,1997.0,No,1,Basic,132124091.70367508
671.0,2,1.0,Uptown,2023.0,No,4,Standard,46850270.11799599
2994.0,5,5.0,Uptown,1971.0,Yes,3,Basic,83951026.07580669
1108.0,1,1.0,Rural,1951.0,No,4,Standard,28989365.018834867
2616.0,6,5.0,Suburbs,2024.0,No,3,Basic,83851909.04776755
2503.0,2,2.5,Suburbs,1991.0,No,4,Standard,66434358.24627976
2637.0,2,2.5,Uptown,1978.0,Yes,4,Basic,70712339.49689901
1146.0,1,1.5,Suburbs,2023.0,No,4,Standard,47625502.58373961
2432.0,4,4.0,Suburbs,2007.0,Yes,2,Basic,72572095.035675
3836.0,6,5.0,Uptown,1984.0,Yes,3,Standard,103152575.8862069
3698.0,2,2.0,Uptown,1993.0,Yes,2,Luxury,90662939.6108266
4031.0,6,5.0,Rural,2006.0,Yes,2,Basic,95377072.93906635
4749.0,5,5.0,Uptown,1960.0,Yes,2,Luxury,114380522.78212838
2306.0,2,3.0,Uptown,1952.0,Yes,1,Luxury,66593637.10008387
4175.0,1,1.0,Suburbs,1963.0,Yes,4,Standard,80379708.50684309
3323.0,1,1.0,Downtown,2008.0,Yes,3,Standard,80592662.0108385
1809.0,2,3.0,Rural,1976.0,No,3,Standard,48380214.58829768
4263.0,4,4.0,Suburbs,1974.0,Yes,3,Standard,96673679.12218958
1100.0,4,3.5,Waterfront,1999.0,Yes,3,Basic,71878559.82525492
4508.0,5,5.0,Suburbs,2017.0,Yes,3,Standard,109384109.36869812
7747.0,2,2.0,Rural,2026.0,No,1,Luxury,135349506.1156797
2077.0,4,3.5,Rural,1986.0,Yes,2,Standard,61032426.19032756
2943.0,6,5.0,Waterfront,1988.0,No,3,Standard,102765770.59551063
6863.0,4,3.0,Rural,1983.0,No,3,Standard,121199169.86623876
2174.0,2,2.5,Downtown,1957.0,No,2,Luxury,68405449.11223581
4453.0,6,5.0,Downtown,2015.0,Yes,3,Basic,116836034.28591444
7641.0,5,5.0,Suburbs,2006.0,Yes,2,Standard,149448709.5593197
5822.0,6,5.0,Rural,1994.0,No,1,Basic,111793947.6921709
5424.0,5,5.0,Suburbs,2005.0,Yes,1,Standard,116022341.38895595
4732.0,5,4.5,Uptown,1967.0,No,4,Basic,103716974.52218217
5389.0,6,5.0,Suburbs,1998.0,Yes,2,Basic,117209219.0657817
3670.0,4,4.0,Rural,1987.0,Yes,3,Standard,83581404.6673635
6897.0,3,4.0,Suburbs,2009.0,Yes,2,Standard,132613155.37694502
5225.0,2,2.5,Uptown,1985.0,No,2,Luxury,107284624.81173044
3962.0,4,4.5,Downtown,2010.0,Yes,3,Basic,102675600.3210898
5395.0,4,4.0,Waterfront,2010.0,No,4,Basic,136812845.01347148
4201.0,5,4.0,Uptown,2025.0,No,4,Standard,106824290.20728734
1284.0,4,4.0,Waterfront,1977.0,No,2,Basic,70429945.57888065
5981.0,6,5.0,Suburbs,1983.0,No,2,Basic,118878987.69323869
4057.0,3,3.0,Rural,1962.0,No,4,Standard,79460789.69459039
801.0,6,5.0,Suburbs,1956.0,No,4,Basic,53145149.31574602
2735.0,4,3.5,Uptown,2016.0,Yes,1,Standard,82095952.38488765
6048.0,2,1.5,Suburbs,2016.0,Yes,3,Standard,115183683.78170885
1638.0,4,4.0,Uptown,1997.0,No,1,Standard,63467768.861508556
7319.0,3,3.0,Uptown,1990.0,Yes,3,Standard,135677007.42309454
840.0,4,4.5,Suburbs,1974.0,Yes,3,Basic,51172850.111390166
6344.0,5,4.5,Downtown,1972.0,Yes,3,Basic,140371964.7994126
2966.0,3,3.0,Uptown,1961.0,Yes,1,Standard,72648869.4504407
507.0,2,2.0,Rural,1998.0,No,1,Standard,28882166.053304072
923.0,6,5.0,Downtown,1996.0,Yes,3,Basic,66867371.48159563
6965.0,1,1.0,Downtown,1959.0,No,1,Basic,126036893.73170264
7667.0,5,5.0,Uptown,1967.0,Yes,3,Standard,148504376.215118
4915.0,1,2.0,Uptown,1979.0,Yes,1,Basic,92275775.47247428
7476.0,6,5.0,Suburbs,2016.0,Yes,1,Basic,144330728.8206804
4235.0,5,5.0,Downtown,1982.0,Yes,4,Standard,112964883.53832036
1036.0,6,5.0,Suburbs,1962.0,Yes,2,Basic,54784384.516670115
4774.0,6,5.0,Waterfront,1961.0,Yes,2,Standard,127958894.67495814
2556.0,1,1.0,Rural,2024.0,Yes,3,Standard,58877934.26101326
2029.0,1,2.0,Suburbs,1979.0,Yes,4,Standard,57775063.345608346
4059.0,3,2.0,Downtown,1985.0,No,3,Standard,93379479.9494856
7156.0,4,3.5,Downtown,2003.0,No,2,Standard,154415342.1629855
7480.0,2,1.5,Uptown,1974.0,Yes,2,Basic,125540508.5949856
2455.0,2,2.0,Suburbs,2012.0,Yes,3,Standard,65637830.86039874
3238.0,4,3.0,Suburbs,1973.0,No,4,Luxury,86530479.00019147
3104.0,1,1.5,Suburbs,2009.0,No,1,Standard,67899859.38540182
2989.0,5,5.0,Suburbs,1985.0,No,2,Basic,80263957.83475952
4858.0,1,1.0,Downtown,1977.0,No,2,Standard,96125739.7758188
6664.0,4,4.0,Uptown,1980.0,Yes,4,Standard,137025171.1065415
4452.0,1,1.0,Uptown,2006.0,Yes,1,Luxury,93653574.60396169
6803.0,5,4.5,Suburbs,1956.0,Yes,3,Basic,129219666.94815654
6175.0,1,1.0,Suburbs,1964.0,Yes,3,Basic,101337995.44165096
6875.0,1,1.0,Rural,1958.0,No,1,Standard,103549071.84717475
6199.0,3,3.0,Suburbs,2013.0,Yes,4,Basic,120520642.74581918
5568.0,1,1.0,Uptown,2025.0,No,3,Basic,104194161.10942194
5073.0,2,1.5,Rural,1962.0,Yes,3,Basic,84174497.29423366
3949.0,6,5.0,Downtown,1999.0,No,3,Basic,105968923.90095723
1743.0,3,3.0,Downtown,1977.0,No,2,Basic,58965862.33216145
992.0,1,1.0,Uptown,1964.0,No,1,Standard,34287636.346671686
7460.0,2,1.5,Uptown,1964.0,Yes,2,Standard,126797556.70629892
4002.0,1,1.5,Rural,2015.0,No,1,Luxury,79672139.89630024
521.0,5,4.5,Downtown,2016.0,Yes,1,Standard,59764339.72203235
505.0,5,5.0,Suburbs,1991.0,Yes,2,Luxury,57935956.43267963
7812.0,3,2.5,Suburbs,1971.0,Yes,4,Luxury,143285678.35905477
1130.0,2,2.5,Suburbs,1986.0,No,2,,41378639.6820129
1402.0,5,5.0,Uptown,2005.0,Yes,1,Standard,68593352.29331876
7006.0,4,3.5,Downtown,1992.0,No,4,Standard,150433660.40932825
5610.0,1,1.5,Suburbs,1956.0,No,4,Basic,95405889.96568502
6810.0,2,2.0,Rural,1985.0,No,3,Standard,114591849.96580938
6881.0,2,2.0,Downtown,1960.0,Yes,3,Basic,133806983.78741246
2389.0,6,5.0,Waterfront,1987.0,Yes,3,Standard,99099637.75113918
6355.0,4,3.5,Uptown,1990.0,No,1,Standard,122179575.54972215
4763.0,2,1.5,Rural,1983.0,No,1,Basic,76655395.74493158
1406.0,6,5.0,Waterfront,2024.0,No,3,Basic,84182160.51243985
6732.0,4,4.0,Downtown,1974.0,Yes,3,Standard,145133846.0910532
4311.0,1,1.0,Downtown,1986.0,Yes,4,Standard,94342421.35665089
1075.0,1,1.0,Uptown,2000.0,Yes,3,Basic,44160459.009719126
1319.0,4,5.0,Downtown,2011.0,Yes,4,Basic,71177034.80422382
